key,ca,eu,gl,es,pt,fr,it,en,de
change_alts_clashes,xocs,talkak,choques,choques,choques,chocs,scontri,clashes,Kollisionen
change_alts_clean,Sense conflicte,Gatazkarik gabe.,Ningún conflito,Sin conflicto,Sem conflito,Sans conflit,Senza conflitto,No conflict,Ohne Konflikt
change_alts_empty,No hi ha altres horaris dins del marc.,Ez dago beste unerik esparruaren barruan.,Dentro da Xunta non hai outros tempos.,No hay otros horarios dentro del marco.,Não há outros horários dentro do quadro.,Pas d'autres horaires dans le cadre.,Nessun altro orario nel quadro.,No other times in the window.,Keine weiteren Termine im Rahmen.
change_alts_heading,Altres opcions,Beste aukerak,Outras alternativas,Otras opciones,Outras opções,Autres options,Altre opzioni,Other options,Weitere Optionen
change_alts_intro,"Opcions dins del marc del rival, ordenades de menys a més impacte.","Aurkariaren esparruko aukerak, eragin txikienetik handienera ordenatuta.","Opcións dentro do cadro do opoñente, ordenadas de menor a maior impacto.","Opciones dentro del marco del rival, ordenadas de menos a más impacto.","Opções dentro do quadro do adversário, ordenadas de menos a mais impacto.","Options dans le cadre adverse, classées du moindre au plus grand impact.","Opzioni nel quadro dell'avversario, ordinate dal minor al maggior impatto.","Options within the opponent's window, ordered from least to most impact.","Optionen im Rahmen des Gegners, sortiert nach geringstem Impact."
change_analyze,Comprovar canvi,Egiaztatu aldaketa,Comprobar o cambio,Comprobar cambio,Verificar alteração,Vérifier le changement,Verifica modifica,Check change,Änderung prüfen
change_apply_force,Aplicar igualment (implica aquests conflictes),Berdin aplikatu (horrek gatazka hauek dakartza),Aplicar de todos os xeitos (implica estes conflitos),Aplicar igualmente (implica estos conflictos),Aplicar mesmo assim (implica estes conflitos),Appliquer quand même (implique ces conflits),Applica comunque (implica questi conflitti),Aplicar igualment (implica aquests conflictes),Trotzdem anwenden (beinhaltet diese Konflikte)
change_frame_toggle,Cercar altres horaris (marc del rival),Bilatu beste une batzuk (aurkariaren markoa),Navegar por outros tempos,Buscar otros horarios (marco del rival),Procurar outros horários,Chercher d'autres horaires,Cerca altri orari,Find other times,Andere Termine suchen
change_locked,Aquest partit no es pot moure.,Partida hau ezin da mugitu.,Este xogo non se pode mover.,Este partido no se puede mover.,Este jogo não se pode mover.,Ce match ne peut pas être déplacé.,Questa partita non si può spostare.,This match can't be moved.,Dieses Spiel kann nicht verschoben werden.
change_make_official,Canvi oficial,Truke ofiziala,Funcionario Canvi,Cambio oficial,Canvi oficial,Canvi oficial,Canvi oficial,Canvi oficial,Canvi oficial
change_make_official_hint,Marca si vols que el nou horari quedi com a horari oficial de la federació.,"Mesedez, adierazi ordutegi berria federazioaren ordutegi ofizial bihurtzea nahi duzun.",Marca si vols que el nou horari quedi com a horari oficial de la federació.,Marca si quieres que el nuevo horario quede como horario oficial de la federación.,Marca si vols que el nou horari quedi com a horari oficial de la federació.,Marca si vols que el nou horari quedi com a horari oficial de la federació.,Marca si vols que el nou horari quedi com a horari oficial de la federació.,Marca si vols que el nou horari quedi com a horari oficial de la federació.,Marca si vols que el nou horari quedi com a horari oficial de la federació.
change_manual_title,Proposar canvi manual,Eskuzko aldaketa proposatu,Propón cambio manual,Proponer cambio manual,Propor alteração manual,Proposer un changement manuel,Proposta cambio manuale,Proposar canvi manual,Manuelle Änderung vorschlagen
change_new_date,Nova data,Data berria,Nova data,Nueva fecha,Nova data,Nouvelle date,Nuova data,New date,Neues Datum
change_not_viable,No viable,Ez bideragarria,Non factible,No viable,Não viável,Non viable,Non viable,Not viable,Nicht möglich
change_time_from,Hora des de,Ordua hemendik aurrera,Tempo desde,Hora desde,Hora desde,Heure dès,Ora da,Time from,Zeit von
change_time_to,Hora fins,Denbora arte,Tempo ata que,Hora hasta,Hora até,Heure jusqu'à,Ora fino a,Time to,Zeit bis
change_title,Modificar partit,Aldatu bat-etortzea,Modificar xogo,Modificar partido,Modificar jogo,Modifier le match,Modifica partita,Edit match,Spiel ändern
change_window_from,Des de,Hasiera data:,Desde,Desde,Desde,Du,Dal,From,Von
change_window_to,Fins a,Amaiera data:,Até,Hasta,Até,Au,Al,To,Bis
clipboard_copied,Copiat!,Kopiatuta!,Copiado,¡Copiado!,Copiado!,Copié !,Copiato!,Copiat!,Kopiert!
club_access_intro,El codi de club és el que uses per entrar. El correu serveix per recuperar la contrasenya.,Klubaren kodea saioa hasteko erabiltzen duzuna da. Helbide elektronikoa pasahitza berreskuratzeko erabiltzen da.,O código do club é o que se usa para entrar. O correo electrónico é para recuperar o contrasinal.,El código de club es el que usas para entrar. El correo sirve para recuperar la contraseña.,O código do clube é o que usas para entrar. O email serve para recuperar a palavra-passe.,Le code club sert à se connecter. L’e-mail sert à récupérer le mot de passe.,Il codice club serve per accedere. L’email serve per recuperare la password.,The club code is what you use to sign in. Email is for password recovery.,Der Clubcode ist dein Login. Die E-Mail dient zur Passwort-Wiederherstellung.
club_access_title,Accés i recuperació,Sarbidea eta berreskurapena,Acceso e Recuperación,Acceso y recuperación,Acesso e recuperação,Accès et récupération,Accesso e recupero,Access & recovery,Zugang & Wiederherstellung
club_data_desc,Enganxar o pujar llistes d'equips i persones,Itsatsi edo igo taldeen eta pertsonen zerrendak,Apegar ou enviar listas de equipos e persoas,Pegar o subir listas de equipos y personas,Colar ou enviar listas de equipas e pessoas,Coller ou envoyer des listes d'équipes et de personnes,Incollare o caricare elenchi di squadre e persone,Paste or upload team and people lists,Listen von Teams und Personen einfügen oder hochladen
club_email_ok,Correu desat.,Gorde da posta elektronikoa.,Correo electrónico gardado.,Correo guardado.,Email guardado.,E-mail enregistré.,Email salvata.,Email saved.,E-Mail gespeichert.
club_import_desc,RFEP / FECAPA (partits),RFEP / FECAPA (partidak),RFEP / FECAPA (xogos),RFEP / FECAPA (partidos),RFEP / FECAPA (jogos),RFEP / FECAPA (matchs),RFEP / FECAPA (partite),RFEP / FECAPA (games),RFEP / FECAPA (Spiele)
club_intro,Dades i configuració del club.,Klubaren datuak eta ezarpenak.,Datos do club e configuración.,Datos y configuración del club.,Dados e configuração do clube.,Données et configuration du club.,Dati e configurazione del club.,Club data and settings.,Clubdaten und Einstellungen.
club_people_desc,Persones de la temporada,Denboraldiko jendea.,Xente da época,Personas de la temporada,Pessoas da época,Personnes de la saison,Persone della stagione,People for the season,Personen der Saison
club_save_email,Desar correu,Gorde mezu elektronikoa,Gardar o correo electrónico,Guardar correo,Guardar email,Enregistrer l’e-mail,Salva email,Save email,E-Mail speichern
club_save_password,Canviar contrasenya,Aldatu pasahitza,Cambiar contrasinal,Cambiar contraseña,Alterar palavra-passe,Changer le mot de passe,Cambia password,Change password,Passwort ändern
club_season_desc,Copiar temporada i exportar,Kopiatu denboraldia eta esportatu,Tempada de copia e exportación,Copiar temporada y exportar,Copiar época e exportar,Copier la saison et exporter,Copiare stagione ed esportare,Copy season and export,Saison kopieren und exportieren
club_teams_desc,Equips i plantilles,Taldeak eta lantaldeak,Equipos e escuadras,Equipos y plantillas,Equipas e plantéis,Équipes et effectifs,Squadre e rose,Teams and rosters,Teams und Kader
club_venues_desc,Pistes i disponibilitat,Pistak eta erabilgarritasuna,Pistas e dispoñibilidade,Pistas y disponibilidad,Pistas e disponibilidade,Pistes et disponibilités,Piste e disponibilità,Rinks and availability,Pisten und Verfügbarkeit
col_away,Visitant,Bisitaria,Fóra,Visitante,Fora,Extérieur,Trasferta,Away,Auswärts
col_date,Data,Data,Data,Fecha,Data,Date,Data,Date,Datum
col_from,Des de,Hasiera data:,Desde,Desde,Desde,De,Dalle,From,Von
col_home,Local,Tokikoa,Casa,Local,Casa,Domicile,Casa,Home,Heim
col_hv,L/V,Astelehenetik ostiralera,C/F,L/V,C/F,D/E,C/T,H/A,H/A
col_opponent,Rival,Aurkaria,Contrincante,Rival,Adversário,Adversaire,Avversario,Opponent,Gegner
col_team,Equip,Taldea,Equipo,Equipo,Equipa,Équipe,Squadra,Team,Mannschaft
col_time,Hora,Ordua,Hora,Hora,Hora,Heure,Ora,Time,Zeit
col_to,Fins a,Amaiera data:,Até,Hasta,Até,À,Alle,To,Bis
col_venue,Pista,Argibidea,Pista,Pista,Pista,Piste,Pista,Rink,Piste
col_weekday,Dia,Eguna,Dia,Día,Dia,Jour,Giorno,Day,Tag
conflict_action_check_person,Revisar disponibilitat de la persona,Egiaztatu pertsonaren erabilgarritasuna,Comprobar a dispoñibilidade da persoa,Revisar disponibilidad de la persona,Check person availability,Check person availability,Check person availability,Check person availability,Check person availability
conflict_action_edit_match,Canvia el partit,Aldatu jokoa.,Cambiar a coincidencia,Cambia el partido,Change the match,Change the match,Change the match,Change the match,Change the match
conflict_action_ignore,Ignorar aquest conflicte,Gatazka hau alde batera utzita,Ignorar este conflito,Ignorar este conflicto,Ignore this conflict,Ignore this conflict,Ignore this conflict,Ignore this conflict,Ignore this conflict
conflict_action_merge_training,Proposar entrenament conjunt,Prestakuntza bateratua proposatu,Propor a formación conxunta,Proponer entrenamiento conjunto,Propose joint training,Propose joint training,Propose joint training,Propose joint training,Propose joint training
conflict_already_resolved,Aquest conflicte ja està resolt.,Gatazka hau dagoeneko konponduta dago.,Aquest conflit ja està resolt.,Este conflicto ya está resuelto.,Aquest conflicte ja està resolt.,Aquest conflicte ja està resolt.,Aquest conflicte ja està resolt.,Aquest conflicte ja està resolt.,Aquest conflicte ja està resolt.
conflict_detail_actions,Què pots fer,Zer egin dezakezu?,O que se pode,Qué puedes hacer,What you can do,What you can do,What you can do,What you can do,What you can do
conflict_detail_back,← Tornar als conflictes,← Itzuli gatazkei buruz,← Volver a conflitos,← Volver a los conflictos,← Back to conflicts,← Back to conflicts,← Back to conflicts,← Back to conflicts,← Back to conflicts
conflict_detail_cases,Casos concrets,Kasu zehatzak,Casetas de Concreto,Casos concretos,Concrete cases,Concrete cases,Concrete cases,Concrete cases,Concrete cases
conflict_detail_open_cases,Veure {count} casos concrets,Ikusi {count} kasu zehatzak,Vista {count} casos de cemento,Ver {count} casos concretos,View {count} concrete cases,View {count} concrete cases,View {count} concrete cases,View {count} concrete cases,View {count} concrete cases
conflict_detail_question,Com vols resoldre aquest conflicte?,Nola konpondu nahi duzu gatazka hau?,Como queres solucionar este conflito?,¿Cómo quieres resolver este conflicto?,How do you want to resolve this conflict?,How do you want to resolve this conflict?,How do you want to resolve this conflict?,How do you want to resolve this conflict?,How do you want to resolve this conflict?
conflict_detail_subtitle,Tria una acció per resoldre aquest conflicte,Aukeratu ekintza bat gatazka hau konpontzeko,Escolla unha acción para resolver este conflito,Elige una acción para resolver este conflicto,Choose an action to resolve this conflict,Choose an action to resolve this conflict,Choose an action to resolve this conflict,Choose an action to resolve this conflict,Choose an action to resolve this conflict
conflict_detail_title,Resoldre conflicte,Gatazka konpondu,Resolver o conflito,Resolver conflicto,Resolve conflict,Resolve conflict,Resolve conflict,Resolve conflict,Resolve conflict
conflict_merge_prompt,Aquests dos equips comparteixen jugadors en aquesta franja. Vols proposar un entrenament conjunt?,Bi talde hauek jokalariak partekatzen dituzte arlo honetan. Entrenamendu saio bateratu bat proposatu nahi al zenuke?,Estes dous equipos comparten xogadores nesta franxa. Queres propoñer un traballo conxunto?,Estos dos equipos comparten jugadores en esta franja. ¿Quieres proponer un entrenamiento conjunto?,Estas duas equipas partilham jogadores nesta franja. Queres propor um treino conjunto?,Ces deux équipes partagent des joueurs dans cette tranche. Veux-tu proposer un entraînement conjoint ?,Queste due squadre condividono giocatori in questa fascia. Vuoi proporre un allenamento congiunto?,Aquests dos equips comparteixen jugadors en aquesta franja. Vols proposar un entrenament conjunt?,Diese zwei Teams teilen Spieler in diesem Zeitfenster. Willst du ein gemeinsames Training vorschlagen?
conflict_merge_yes,"Sí, proposar horaris","Bai, ordutegiak proposatu","Si, propoñer tempos","Sí, proponer horarios","Sim, propor horários","Oui, proposer des horaires","Sì, proponi orari","Sí, proposar horaris","Ja, Zeiten vorschlagen"
conflict_unignore,Deixar d'ignorar,Utzi alde batera uzten,Let d 'ignore,Dejar de ignorar,Deixar d'ignorar,Deixar d'ignorar,Deixar d'ignorar,Deixar d'ignorar,Deixar d'ignorar
conflict_view_match,Anar al partit,Joan jokora.,Ir ao xogo,Ir al partido,Ir para o jogo,Aller au match,Vai alla partita,Go to match,Zum Spiel gehen
conflict_wa_alts,"

{count} alternatives:
",{count} alternatibak:,{count} alternativas:,"

{count} alternativas:
","

{count} alternativas:
","

{count} alternatives :
","

{count} alternative:
","

{count} alternatives:
","

{count} Alternativen:
"
conflict_wa_copy,Copiar missatge,Kopiatu mezua,Copiar a mensaxe,Copiar mensaje,Copiar mensagem,Copier le message,Copia messaggio,Copiar missatge,Nachricht kopieren
conflict_wa_intro,"Hola equip, tenim aquest conflicte:
","Kaixo talde, gatazka hau dugu:","Ola equipo, temos este conflito:","Hola equipo, tenemos este conflicto:
","Olá equipa, temos este conflito:
","Salut l'équipe, nous avons ce conflit :
","Ciao squadra, abbiamo questo conflitto:
","Hola equip, tenim aquest conflicte:
","Hallo Team, wir haben diesen Konflikt:
"
conflict_wa_outro,"

Abans de prendre una decisió m’agradaria sentir les vostres preferències o consideracions. Buscarem la millor opció pel bé comú de l’equip.","Erabaki bat hartu aurretik, zure lehentasunak edo gogoetak entzun nahi nituzke. Taldearen ongizate orokorrarentzat aukerarik onena bilatuko dugu.","Antes de tomar unha decisión, gustaríame escoitar as súas preferencias ou consideracións. Busquemos a mellor opción para o ben común do equipo.","

Antes de tomar una decisión me gustaría oír vuestras preferencias o consideraciones. Buscaremos la mejor opción para el bien común del equipo.","

Antes de tomar uma decisão, gostaria de ouvir as vossas preferências ou considerações. Vamos procurar a melhor opção para o bem comum da equipa.","

Avant de prendre une décision, j'aimerais entendre vos préférences ou remarques. Nous chercherons la meilleure option pour le bien commun de l'équipe.","

Prima di prendere una decisione, vorrei sentire le vostre preferenze o considerazioni. Cercheremo l'opzione migliore per il bene comune della squadra.","

Abans de prendre una decisió m’agradaria sentir les vostres preferències o consideracions. Buscarem la millor opció pel bé comú de l’equip.","

Bevor ich eine Entscheidung treffe, würde ich gerne eure Präferenzen oder Anmerkungen hören. Wir suchen die beste Option für das gemeinsame Wohl des Teams."
